Name	DP	U	T	Pa	rho	nu	RawThr	RawLoadL	RawLoadR	Thrust	LoadL	LoadR	Torque	RPM

StandardRun	0.000000	0.000000	22.99	100980	1.188	1.538979E-5	-0.875900657	2.06610550	1.15355972	-0.00602224645	0.00105607493	-0.00139799879	-0.0000228678679	287161.333
StandardRun	316.984760	23.092000	22.84	100980	1.189	1.537598E-5	0.824587815	1.94305796	1.05226221	1.69446623	-0.121991460	-0.102695515	-0.0150270649	4424.33391
StandardRun	318.601836	23.152000	22.87	100980	1.189	1.537874E-5	-0.808836783	2.08817512	1.19949005	0.0610416271	0.0231257014	0.0445323251	0.00452496881	6272.74767
StandardRun	318.531250	23.151000	22.91	100980	1.189	1.538242E-5	-1.11078412	2.11086038	1.22044393	-0.240905711	0.0458109537	0.0654862083	0.00744355419	6531.41667
StandardRun	318.971686	23.167000	22.91	100980	1.189	1.538242E-5	-1.37248923	2.13210054	1.23885222	-0.502610821	0.0670511168	0.0838944996	0.0100952428	6733.69162
StandardRun	318.592276	23.154000	22.93	100980	1.189	1.538426E-5	-1.69587995	2.15653514	1.26143004	-0.826001544	0.0914857227	0.106472317	0.0132394337	6955.73008
StandardRun	319.915679	23.204000	22.98	100980	1.188	1.538887E-5	-2.02690460	2.18138259	1.28471236	-1.15702618	0.116333167	0.129754640	0.0164583525	7171.18592
StandardRun	319.656760	23.195000	22.99	100980	1.188	1.538979E-5	-2.35171119	2.20542040	1.30693624	-1.48183278	0.140370982	0.151978516	0.0195523344	7350.50105
StandardRun	320.059519	23.210000	23.00	100980	1.188	1.539071E-5	-2.82979653	2.23407288	1.33595533	-1.95991812	0.169023459	0.180997607	0.0234094089	7551.36335
StandardRun	321.091620	23.247000	22.99	100980	1.188	1.538979E-5	-3.30558498	2.26672328	1.36783910	-2.43570657	0.201673853	0.212881382	0.0277254541	7712.46378
StandardRun	322.060130	23.284000	23.04	100980	1.188	1.539439E-5	-4.23862826	2.32344726	1.42004343	-3.36874985	0.258397837	0.265085711	0.0350105797	7914.19329
StandardRun	320.982151	23.245000	23.04	100980	1.188	1.539439E-5	-4.80204225	2.35815398	1.45075400	-3.93216384	0.293104561	0.295796282	0.0393856884	8024.94112
StandardRun	322.502156	23.300000	23.07	100990	1.188	1.539563E-5	-5.23317524	2.39425811	1.47299274	-4.36329683	0.329208689	0.318035014	0.0432876589	8183.91828
StandardRun	319.901134	23.207000	23.07	100980	1.188	1.539715E-5	-5.62546980	2.41308538	1.49401687	-4.75559139	0.348035956	0.339059145	0.0459529203	8328.66472
StandardRun	0.186312	0.560000	23.04	100990	1.188	1.539287E-5	-0.731715803	2.09985675	1.13492264	0.138162607	0.0348073267	-0.0200350801	0.000987967854	267340.986
