Name	DP	U	T	Pa	rho	nu	RawThr	RawLoadL	RawLoadR	Thrust	LoadL	LoadR	Torque	RPM

StandardRun	0.005945	0.100000	22.76	100960	1.189	1.537166E-5	-0.375760744	2.26088073	0.960783288	0.0000169807145	0.00105539926	0.00104505321	0.000140478261	276186.177
StandardRun	317.136375	23.092000	22.64	100960	1.189	1.536061E-5	1.20777224	2.14315715	0.875268842	1.58354997	-0.116668176	-0.0844693927	-0.0134520806	4501.98580
StandardRun	318.049432	23.126000	22.66	100960	1.189	1.536245E-5	-0.286189149	2.26721356	1.00424179	0.0895885766	0.00738823042	0.0445035548	0.00347052259	6172.99151
StandardRun	319.603529	23.184000	22.70	100960	1.189	1.536614E-5	-0.599306097	2.29114978	1.02885487	-0.223528372	0.0313244542	0.0691166314	0.00671749981	6443.69949
StandardRun	319.284687	23.174000	22.74	100960	1.189	1.536982E-5	-0.970022800	2.31816738	1.05774652	-0.594245075	0.0583420472	0.0980082811	0.0104567100	6702.11792
StandardRun	319.670580	23.188000	22.74	100960	1.189	1.536982E-5	-1.29037867	2.34141175	1.08138628	-0.914600943	0.0815864171	0.121648043	0.0135923207	6906.12515
StandardRun	318.822392	23.158000	22.76	100960	1.189	1.537166E-5	-1.69833831	2.36974555	1.10982372	-1.32256058	0.109920216	0.150085487	0.0173891814	7112.79546
StandardRun	319.996656	23.201000	22.77	100960	1.189	1.537258E-5	-2.05398321	2.39386396	1.13447806	-1.67820549	0.134038629	0.174739826	0.0206511031	7293.36932
StandardRun	319.919856	23.199000	22.79	100960	1.189	1.537442E-5	-2.44493850	2.41960171	1.16093809	-2.06916077	0.159776378	0.201199854	0.0241420904	7466.46734
StandardRun	321.157244	23.245000	22.82	100960	1.189	1.537718E-5	-2.86078431	2.44737376	1.18976507	-2.48500659	0.187548434	0.230026837	0.0279274342	7622.20956
StandardRun	321.174020	23.246000	22.83	100960	1.189	1.537810E-5	-3.74096665	2.50064677	1.24372318	-3.36518893	0.240821444	0.283984946	0.0350990514	7887.16685
StandardRun	320.256849	23.212000	22.81	100960	1.189	1.537626E-5	-4.16234002	2.52934485	1.26824141	-3.78656229	0.269519523	0.308503174	0.0386581580	8027.24315
StandardRun	320.750592	23.233000	22.86	100950	1.188	1.538239E-5	-4.58731968	2.57412203	1.30952568	-4.21154195	0.314296695	0.349787446	0.0444139474	8151.71894
StandardRun	321.003319	23.241000	22.86	100960	1.189	1.538086E-5	-5.01055219	2.59512673	1.33448165	-4.63477447	0.335301401	0.374743417	0.0474877974	8274.22492
StandardRun	0.005944	0.100000	22.79	100960	1.189	1.537442E-5	-0.323398639	2.27107597	0.974732694	-0.000179363871	0.0000508599295	0.00000611835126	0.00000381070741	274132.470
