Name	DP	U	T	Pa	rho	nu	RawThr	RawLoadL	RawLoadR	Thrust	LoadL	LoadR	Torque	RPM

StandardRun	0.000000	0.000000	22.94	100970	1.188	1.538671E-5	-0.313617100	2.27257769	0.976878583	0.000793362836	-0.000326502503	-0.0000581235568	-0.0000257237909	272864.387
StandardRun	318.619343	23.153000	22.85	100970	1.189	1.537842E-5	1.35658653	2.13779692	0.874962449	1.67099700	-0.135107272	-0.101974258	-0.0158560127	4162.18273
StandardRun	319.070647	23.169000	22.84	100970	1.189	1.537750E-5	-0.400528252	2.28882501	1.03105315	-0.0861177894	0.0159208167	0.0541164428	0.00468409191	6296.05374
StandardRun	318.614558	23.154000	22.88	100970	1.189	1.538118E-5	-0.742476525	2.31239239	1.05656324	-0.428066062	0.0394882003	0.0796265349	0.00796639349	6534.36429
StandardRun	319.525284	23.189000	22.90	100960	1.188	1.538455E-5	-1.03278143	2.33414918	1.07918646	-0.718370968	0.0612449859	0.102249750	0.0109345280	6725.82535
StandardRun	319.459374	23.187000	22.91	100960	1.188	1.538547E-5	-1.39370593	2.36083153	1.10496127	-1.07929547	0.0879273379	0.128024558	0.0144428628	6957.78750
StandardRun	319.669049	23.195000	22.92	100960	1.188	1.538639E-5	-1.76814905	2.38776839	1.13259918	-1.45373859	0.114864202	0.155662476	0.0180928243	7152.99383
StandardRun	320.247401	23.216000	22.95	100970	1.188	1.538763E-5	-2.13307070	2.41357065	1.15921347	-1.81866024	0.140666458	0.182276764	0.0215984427	7324.76319
StandardRun	320.061005	23.210000	22.94	100960	1.188	1.538823E-5	-2.54810097	2.44152139	1.18700448	-2.23369051	0.168617195	0.210067775	0.0253264508	7484.85785
StandardRun	320.066955	23.211000	22.96	100960	1.188	1.539007E-5	-3.04104037	2.47285661	1.22070285	-2.72662990	0.199952422	0.243766148	0.0296758980	7659.63949
StandardRun	321.219650	23.252000	22.97	100970	1.188	1.538947E-5	-3.85141282	2.52032651	1.26791097	-3.53700236	0.247422321	0.290974260	0.0360079633	7903.42404
StandardRun	320.575444	23.231000	23.00	100960	1.188	1.539376E-5	-4.26151774	2.54793403	1.29217440	-3.94710728	0.275029839	0.315237697	0.0394770928	8029.70922
StandardRun	320.823882	23.240000	23.00	100960	1.188	1.539376E-5	-4.75533864	2.58978892	1.32715786	-4.44092818	0.316884726	0.350221153	0.0446160412	8165.63773
StandardRun	321.801077	23.275000	23.02	100970	1.188	1.539407E-5	-5.19852014	2.61043607	1.35074041	-4.88410968	0.337531877	0.373803705	0.0475741237	8312.86697
StandardRun	0.216010	0.603000	22.97	100960	1.188	1.539099E-5	-0.311522773	2.27780911	0.981931952	0.00288768947	0.00490491630	0.00499524548	0.000662122820	263218.659
