Name	DP	U	T	Pa	rho	nu	RawThr	RawLoadL	RawLoadR	Thrust	LoadL	LoadR	Torque	RPM

StandardRun	0.014096	0.154000	22.82	100960	1.189	1.537718E-5	-0.323675211	2.27059171	0.974406394	0.000285701770	-0.000366649008	-0.000223576491	-0.0000394742814	276343.698
StandardRun	318.189412	23.135000	22.76	100960	1.189	1.537166E-5	1.25947447	2.14808152	0.882452179	1.58343538	-0.122876835	-0.0921777913	-0.0143828534	4447.69980
StandardRun	318.277927	23.139000	22.78	100960	1.189	1.537350E-5	-0.328020115	2.28043767	1.02308025	-0.00405920263	0.00947931430	0.0484502797	0.00387433124	6221.17746
StandardRun	318.120115	23.136000	22.85	100960	1.189	1.537994E-5	-0.686357570	2.30581118	1.04810209	-0.362396657	0.0348528257	0.0734721180	0.00724477223	6486.50065
StandardRun	318.097374	23.134000	22.82	100960	1.189	1.537718E-5	-1.01667352	2.32954222	1.07292852	-0.692712605	0.0585838669	0.0982985538	0.0104922963	6711.06128
StandardRun	319.853126	23.197000	22.83	100970	1.189	1.537658E-5	-1.35837196	2.35425242	1.09777152	-1.03441105	0.0832940651	0.123141550	0.0138064140	6929.17825
StandardRun	320.323920	23.216000	22.85	100960	1.189	1.537994E-5	-1.72658824	2.37935341	1.12400568	-1.40262733	0.108395053	0.149375710	0.0172397086	7134.51481
StandardRun	319.193520	23.175000	22.85	100960	1.189	1.537994E-5	-2.10098807	2.40485528	1.15061127	-1.77702716	0.133896922	0.175981297	0.0207246553	7304.24903
StandardRun	320.070741	23.208000	22.88	100960	1.189	1.538271E-5	-2.48860209	2.43081308	1.17745443	-2.16464118	0.159854728	0.202824457	0.0242559839	7470.85665
StandardRun	321.540210	23.262000	22.90	100960	1.188	1.538455E-5	-2.96688791	2.46353348	1.21086053	-2.64292700	0.192575119	0.236230559	0.0286785237	7644.70224
StandardRun	321.091366	23.245000	22.91	100970	1.189	1.538394E-5	-3.79038200	2.51245108	1.26059049	-3.46642109	0.241492726	0.285960518	0.0352760729	7897.48202
StandardRun	321.379529	23.257000	22.95	100970	1.188	1.538763E-5	-4.21789869	2.54149961	1.28552350	-3.89393778	0.270541249	0.310893532	0.0388863581	8044.35810
StandardRun	320.710643	23.232000	22.93	100970	1.188	1.538579E-5	-4.68600702	2.58232417	1.31983538	-4.36204611	0.311365809	0.345205405	0.0439114828	8153.73085
StandardRun	320.616986	23.229000	22.94	100970	1.188	1.538671E-5	-5.09427790	2.60360054	1.34235875	-4.77031698	0.332642178	0.367728777	0.0468408095	8283.91237
StandardRun	0.021907	0.192000	22.90	100970	1.189	1.538302E-5	-0.313899646	2.27368118	0.977682344	0.0100612669	0.00272282540	0.00305237348	0.000386245301	269056.365
