Name	DP	U	T	Pa	rho	nu	RawThr	RawLoadL	RawLoadR	Thrust	LoadL	LoadR	Torque	RPM

StandardRun	0.000000	0.000000	22.54	100930	1.190	1.535598E-5	-0.189340391	2.25627156	0.955117391	-0.00117370758	0.000177776916	0.0000115398307	0.0000126615040	279956.797
StandardRun	317.134855	23.086000	22.40	100930	1.190	1.534309E-5	1.36139295	2.13962410	0.871792751	1.54955963	-0.116469682	-0.0833130998	-0.0133614725	4571.04352
StandardRun	318.217238	23.125000	22.42	100940	1.190	1.534341E-5	-0.105367334	2.26090074	0.997834547	0.0827993494	0.00480695853	0.0427286966	0.00317918461	6162.72449
StandardRun	318.742290	23.146000	22.44	100930	1.190	1.534677E-5	-0.432106403	2.28642834	1.02306898	-0.243939720	0.0303345590	0.0679631293	0.00657414939	6451.40177
StandardRun	319.061293	23.158000	22.48	100940	1.190	1.534893E-5	-0.762966204	2.31095176	1.04806643	-0.574799521	0.0548579802	0.0929605744	0.00988610493	6712.79084
StandardRun	319.552612	23.177000	22.51	100940	1.190	1.535169E-5	-1.06137777	2.33268107	1.07088425	-0.873211089	0.0765872897	0.115778402	0.0128654174	6927.82308
StandardRun	319.376376	23.171000	22.52	100940	1.190	1.535261E-5	-1.39910614	2.35539223	1.09437068	-1.21093946	0.0992984443	0.139264825	0.0159551115	7140.67521
StandardRun	318.539125	23.141000	22.53	100940	1.190	1.535353E-5	-1.72146061	2.37724472	1.11668142	-1.53329392	0.121150942	0.161575573	0.0189087493	7329.67703
StandardRun	319.680758	23.184000	22.57	100940	1.190	1.535722E-5	-2.08966530	2.40150390	1.14231514	-1.90149861	0.145410114	0.187209288	0.0222455856	7512.15819
StandardRun	319.614792	23.182000	22.58	100940	1.189	1.535814E-5	-2.59033751	2.43282025	1.17477852	-2.40217083	0.176726469	0.219672674	0.0265111747	7690.41451
StandardRun	320.835135	23.227000	22.60	100940	1.189	1.535998E-5	-3.51499462	2.48789222	1.23014437	-3.32682794	0.231798443	0.275038517	0.0338972559	7896.74007
StandardRun	320.575704	23.218000	22.61	100940	1.189	1.536090E-5	-4.08279339	2.52097783	1.26165247	-3.89462670	0.264884045	0.306546621	0.0382172830	8013.40064
StandardRun	321.510308	23.253000	22.64	100940	1.189	1.536366E-5	-4.57072077	2.54716541	1.28779014	-4.38255409	0.291071631	0.332684286	0.0417167957	8136.44785
StandardRun	321.156829	23.241000	22.66	100940	1.189	1.536550E-5	-5.10479995	2.57448280	1.31585677	-4.91663327	0.318389021	0.360750920	0.0454208793	8284.72599
StandardRun	0.254378	0.654000	22.61	100950	1.189	1.535937E-5	-0.405551734	2.26158952	0.961694474	-0.217385051	0.00549574176	0.00658862369	0.000808202361	273978.882
