J	Ct	Cp	eta
0.00044941115887411583	-2.9356033191864844e-07	0.0001362452670490777	-9.683219962386427e-07
1.0934063611216664	-0.0027615200840680585	0.5157576181854672	-0.005854423705670695
0.8138280476427305	-0.0006582505974779025	0.2797069098595522	-0.0019152290476988645
0.7811579474447556	-0.00042905809564374613	0.25613407564993285	-0.00130854178803488
0.7484556412144754	-0.00021673062748642214	0.23406435130819103	-0.0006930284763978455
0.7243595081152653	-5.1922489119674405e-05	0.21798322440316206	-0.00017253872990375852
0.7036965046844472	0.00010179380439586225	0.20451215263656206	0.00035025764204437034
0.6847027939524677	0.00023591178568261868	0.193675269193833	0.0008340221209221286
0.6683370672930526	0.0003776087565438958	0.18329478715143546	0.0013768527346291594
0.6544602084621605	0.0005556985667637119	0.17382219590398187	0.002092267894528259
0.6372074994316319	0.0008718368271389943	0.16352028310739505	0.003397382599740146
0.6282339945623517	0.0010366258600906367	0.1582353240934193	0.004115665125233931
0.6174036513894997	0.001134360431104368	0.15184837761101866	0.004612220974462247
0.6077070749158853	0.0012385650134060387	0.14646093445293132	0.005139150068935489
8.140446270316202e-05	-3.17716524871404e-07	0.0001472541115815157	-1.7563885124358737e-07
