J	Ct	Cp	eta
0.0	1.7936534092998183e-06	-0.00012038316166029876	-0.0
1.2092839733553016	-0.035499990149031074	-0.5276454982933885	0.08136062807385896
0.7999835037041444	0.004348592322402256	-0.22453114424232357	-0.015493628440702317
0.7703087917171456	0.007625861672669958	-0.20755289474898408	-0.0283025119836602
0.7495120218252083	0.010082056640471808	-0.19530101054203383	-0.03869218410997372
0.7244619318875496	0.012764663623132184	-0.18164735721876557	-0.05090915172067106
0.7049343847047362	0.015359601941458433	-0.17103290354301315	-0.06330659960519618
0.689026578856419	0.017698078002416184	-0.162340203372333	-0.07511661242884166
0.6741146291660093	0.020271531391833988	-0.1546905942570072	-0.08833979811422354
0.6587607121464395	0.023125055780677358	-0.14684339465797713	-0.10374234571454445
0.6395686961895127	0.02753880360662639	-0.13673713340524943	-0.12880887787159737
0.6289415037253799	0.02953199796727261	-0.1318398942387414	-0.14088223687374077
0.618711493222646	0.031878484092243156	-0.12658458405056133	-0.15581347951902255
0.6086687814150901	0.033635527756551216	-0.12163913902641647	-0.16830845610792552
0.0004980154409256341	1.9139632278089325e-06	-0.00012925151902124307	-7.374638596363848e-06
