J	Ct	Cp	eta
7.871186990934238e-05	2.1143621082000957e-06	-6.853403125309849e-07	-0.0002428361387166534
1.1150634904268242	-0.027053104627298638	-0.030199984846266525	0.9988723314318799
0.8144173365869131	0.0031791329403858567	0.0022272629386280826	1.1624765702605337
0.7821593803096488	0.00629684448501146	0.005264752677718099	0.9354923738673123
0.751676730712688	0.009518890061102951	0.00829503110477834	0.8625800278219168
0.7299128607910313	0.01197466476589099	0.010519861951894596	0.8308532807990818
0.7077875153866657	0.014902307006556013	0.013008314248084943	0.8108404093368505
0.6915453517955009	0.017169511683243613	0.014897717156822582	0.7970010352698945
0.675454755229026	0.019525158085431756	0.01679401285773674	0.7853013444209478
0.6629653553588755	0.021942790614454526	0.018798128150931973	0.7738701353919654
0.6407216123327688	0.02683360144304969	0.022304416917635732	0.7708279685039241
0.6286201703659293	0.028835590757003756	0.02380761307906824	0.7613797281596002
0.6195812455125009	0.03085345920812319	0.026675889297354996	0.7166105868655536
0.6106180763995747	0.03269157921370746	0.027719187218330988	0.7201534827376629
7.930155240195592e-05	1.8339295889023744e-06	-7.705481565494326e-07	-0.00018874026517317244
