J;Ct;Cp;eta
0.00046757524620318893;-2.8818826242554688e-09;2.0299905376623627e-08;-6.63794708677142e-05
1.1339948994792137;-0.03705496859392982;0.0318250835736613;-1.3203467412307155
0.8035346248391662;0.0002151981258543656;0.004407331414396925;0.03923443214631515
0.7707094592685764;0.0033074405409959607;0.006717619424009467;0.3794611677171386
0.7444840978477253;0.005880468255132829;0.008883027012573912;0.49284045828610207
0.7226088552218434;0.00843418838916536;0.010938126288760834;0.5571904232704371
0.70248050600931;0.01088031285183174;0.01287559716173332;0.5936196653006677
0.6822090187771241;0.013100902137683364;0.014602777996949609;0.6120447489040148
0.6659467241441274;0.015458512201696115;0.016408686584992924;0.6273838864273724
0.6519342406601449;0.01872232454771659;0.018895437591768326;0.6459614591157047
0.6351017813677139;0.02426996657991712;0.022628327080787682;0.6811771349074779
0.6256228479600568;0.027281203580921426;0.02470770588884198;0.6907862816912506
0.0004436767107793667;-3.827302105228905e-09;2.1487884960634937e-07;-7.902521873687145e-06
