Name	DP	U	T	Pa	rho	nu	RawThr	RawLoadL	RawLoadR	Thrust	LoadL	LoadR	Torque	RPM

StandardRun	0.091849	0.390000	21.31	102050	1.208	1.507564E-5	-0.0373721986	2.09801347	0.831109965	-0.00134971075	0.00193248235	0.00214404250	0.000272637982	272241.468
StandardRun	176.760735	17.110000	21.35	102050	1.208	1.507927E-5	1.38206129	2.02186027	0.771797752	1.41808378	-0.0742207206	-0.0571681707	-0.00878728905	3818.92656
StandardRun	177.517400	17.146000	21.33	102050	1.208	1.507746E-5	-0.186680238	2.13982011	0.891218132	-0.150657750	0.0437391248	0.0622522097	0.00708870045	5874.21939
StandardRun	177.880825	17.165000	21.38	102050	1.207	1.508199E-5	-0.552444726	2.16505672	0.916535142	-0.516422238	0.0689757309	0.0875692200	0.0104697263	6133.42957
StandardRun	177.895509	17.166000	21.39	102050	1.207	1.508290E-5	-0.895953626	2.18718969	0.939426267	-0.859931138	0.0911087017	0.110460345	0.0134809378	6360.10593
StandardRun	177.848017	17.164000	21.40	102050	1.207	1.508381E-5	-1.13862052	2.20448937	0.956282817	-1.10259803	0.108408380	0.127316894	0.0157653064	6534.02000
StandardRun	178.055311	17.174000	21.40	102050	1.207	1.508381E-5	-1.24909083	2.21026543	0.961967760	-1.21306834	0.114184443	0.133001837	0.0165318184	6609.79572
StandardRun	177.483837	17.147000	21.42	102050	1.207	1.508563E-5	-1.41137041	2.22177470	0.973001470	-1.37534792	0.125693714	0.144035548	0.0180394930	6724.40649
StandardRun	177.347602	17.141000	21.44	102050	1.207	1.508744E-5	-1.54533254	2.23069785	0.982344948	-1.50931005	0.134616863	0.153379025	0.0192611650	6810.25140
StandardRun	178.336191	17.189000	21.45	102050	1.207	1.508835E-5	-1.92581003	2.25462039	1.00711120	-1.88978754	0.158539402	0.178145281	0.0225174716	7075.91144
StandardRun	177.944756	17.171000	21.48	102050	1.207	1.509107E-5	-2.24379089	2.27427271	1.02700093	-2.20776840	0.178191724	0.198035010	0.0251620439	7280.59928
StandardRun	179.154989	17.229000	21.47	102050	1.207	1.509017E-5	-2.56747360	2.29462941	1.04826855	-2.53145111	0.198548418	0.219302623	0.0279458776	7490.59937
StandardRun	178.994731	17.221000	21.46	102050	1.207	1.508926E-5	-2.88417014	2.31703371	1.07044498	-2.84814765	0.220952726	0.241479057	0.0309274377	7690.29706
StandardRun	0.129941	0.464000	21.47	102050	1.207	1.509017E-5	-0.0462595761	2.09354490	0.826545635	-0.0102370882	-0.00253608865	-0.00242028772	-0.000331482452	264255.768
