Name	DP	U	T	Pa	rho	nu	RawThr RawLoadL	RawLoadR	Thrust	LoadL	LoadR	Torque	RPM
Noweight	0.021905	0.190000	20.85	102380	1.214	1.498545E-5	-0.133936499	2.60228375	-0.0553094660	-0.00406562036	-0.000982385669	-0.000875225760	-0.000124237052	315526.902
0mm	0.000000	0.000000	20.87	102380	1.213	1.498726E-5	-0.140580861	2.81153888	-0.280723759	-0.0107099822	0.208272743	-0.226289519	-0.00120496197	315289.719
50mm	0.005946	0.099000	20.88	102370	1.213	1.498962E-5	-0.148790560	2.93731315	-0.153140671	-0.0189196814	0.334047019	-0.0987064308	0.0157395785	316369.121
100mm	0.043899	0.269000	20.90	102380	1.213	1.498997E-5	-0.156448404	3.06676798	-0.0218139747	-0.0265775254	0.463501848	0.0326202655	0.0331806469	313997.752
200mm	0.021902	0.190000	20.85	102370	1.213	1.498691E-5	-0.169068447	3.32742131	0.242387332	-0.0391975679	0.724155170	0.296821572	0.0682829245	315176.540
0mm	0.029900	0.222000	20.86	102370	1.213	1.498782E-5	-0.144453643	2.81157374	-0.280836861	-0.0145827639	0.208307601	-0.226402621	-0.00121019495	315247.780
-50mm	0.014016	0.152000	20.88	102370	1.213	1.498962E-5	-0.137238985	2.65376979	-0.440899621	-0.00736810625	0.0505036590	-0.386465381	-0.0224691199	316864.432
-50mm	0.014019	0.152000	20.85	102380	1.214	1.498545E-5	-0.154211968	2.62782223	-0.355563648	-0.0243410891	0.0245560939	-0.301129408	-0.0184972232	316516.542
-100mm	0.005946	0.099000	20.87	102370	1.213	1.498872E-5	-0.134595432	2.55198068	-0.544261493	-0.00472455358	-0.0512854579	-0.489827253	-0.0361896181	315809.718
