Name	DP	U	T	Pa	rho	nu	RawThr	RawLoadL	RawLoadR	Thrust	LoadL	LoadR	Torque	RPM
StandardRun	0.006051	0.100000	21.29	102250	1.210	1.504434E-5	-0.0578709327	2.12055419	0.851422274	-0.00607560783	0.00454359834	0.00494502722	0.000634599278	597816.926
StandardRun	177.023145	17.103000	21.22	102240	1.210	1.503947E-5	1.36165582	2.04136816	0.788449528	1.41345114	-0.0746424362	-0.0580277187	-0.00887297996	3841.75867
StandardRun	177.677530	17.134000	21.20	102240	1.210	1.503766E-5	-0.364103997	2.17074621	0.918590580	-0.312308672	0.0547356134	0.0721133328	0.00848365752	5973.74242
StandardRun	177.735597	17.138000	21.27	102250	1.210	1.504253E-5	-0.702572702	2.19108320	0.940285325	-0.650777377	0.0750726067	0.0938080778	0.0112947402	6211.00540
StandardRun	178.426795	17.171000	21.26	102250	1.210	1.504162E-5	-0.995033708	2.20869135	0.958212422	-0.943238383	0.0926807574	0.111735175	0.0136713376	6427.33211
StandardRun	178.474280	17.175000	21.29	102240	1.210	1.504581E-5	-1.14971460	2.21729128	0.967424078	-1.09791928	0.101280683	0.120946830	0.0148625761	6534.58584
StandardRun	178.067520	17.156000	21.31	102240	1.210	1.504762E-5	-1.35052969	2.23022691	0.980645951	-1.29873437	0.114216315	0.134168704	0.0166119901	6663.05122
StandardRun	178.524502	17.178000	21.31	102240	1.210	1.504762E-5	-1.50631265	2.24025389	0.990080500	-1.45451732	0.124243295	0.143603253	0.0179135772	6787.01612
StandardRun	177.963742	17.151000	21.31	102240	1.210	1.504762E-5	-1.61532633	2.24732123	0.997512229	-1.56353100	0.131310634	0.151034982	0.0188832748	6843.04997
StandardRun	178.120303	17.160000	21.36	102240	1.210	1.505215E-5	-2.03791323	2.27419974	1.02372693	-1.98611791	0.158189144	0.177249683	0.0224341487	7123.67610
StandardRun	178.865135	17.195000	21.36	102250	1.210	1.505068E-5	-2.34492466	2.29394219	1.04405080	-2.29312934	0.177931594	0.197573557	0.0251137845	7332.89664
StandardRun	178.618890	17.184000	21.36	102240	1.210	1.505215E-5	-2.68627434	2.31535619	1.06654845	-2.63447901	0.199345596	0.220071199	0.0280505953	7549.56140
StandardRun	178.704637	17.189000	21.39	102240	1.210	1.505487E-5	-2.98156505	2.33677569	1.08852495	-2.92976972	0.220765095	0.242047698	0.0309529196	7738.32965
StandardRun	0.022069	0.191000	21.34	102240	1.210	1.505034E-5	-0.0712257799	2.10875803	0.839065193	-0.0194304550	-0.00725256419	-0.00741205430	-0.000980769685	278087.299
